,year,price,transmission,mileage,tax,mpg,engineSize
553,2016,16995,0,29593,30.0,62.8,2.0
554,2014,13995,1,15300,125.0,53.3,1.4
555,2018,25995,1,9185,145.0,48.7,1.4
556,2019,25995,0,1592,145.0,39.2,1.5
557,2016,10995,0,45644,0.0,80.7,1.6
558,2019,48995,1,4488,145.0,33.6,3.0
559,2016,33995,1,29156,235.0,42.2,3.0
560,2015,12298,0,15837,30.0,58.9,1.4
561,2016,15998,0,15264,30.0,61.4,2.0
562,2018,18998,0,8211,150.0,49.6,1.6
563,2017,21995,0,10962,145.0,50.4,1.4
564,2016,28995,1,42187,235.0,42.8,3.0
565,2017,15995,0,8128,30.0,55.4,1.4
566,2016,13985,0,55697,20.0,70.6,2.0
567,2015,13995,0,35446,145.0,54.3,2.0
568,2016,18499,1,30366,160.0,50.4,2.0
569,2017,27498,1,32090,145.0,40.4,2.0
570,2015,15998,1,19300,145.0,47.9,1.4
571,2016,13998,0,37478,0.0,74.3,2.0
572,2019,24998,1,6266,145.0,38.2,2.0
573,2016,13995,0,8577,30.0,55.4,1.4
574,2018,18995,0,13147,145.0,67.3,1.6
575,2017,22995,1,24336,145.0,61.4,2.0
576,2018,17495,0,23813,145.0,55.4,1.0
577,2017,21995,1,17633,145.0,52.3,1.4
578,2015,16995,1,55220,30.0,64.2,2.0
579,2017,22995,1,47952,145.0,56.5,2.0
580,2014,19995,1,50500,235.0,44.1,3.0
581,2016,15495,0,31147,30.0,56.5,1.4
582,2019,25998,1,79,150.0,46.3,2.0
583,2015,14500,1,56875,150.0,53.3,2.0
584,2015,18995,0,37056,160.0,53.3,2.0
585,2018,39995,1,5431,145.0,34.0,2.5
586,2016,13995,0,31031,30.0,56.5,1.4
587,2015,17995,1,34906,160.0,49.6,3.0
588,2017,21995,1,14821,145.0,64.2,3.0
589,2016,15495,0,15307,30.0,55.4,1.4
590,2016,19995,1,23626,160.0,45.6,2.0
591,2016,12995,0,11892,0.0,67.3,1.0
592,2016,12995,0,42165,30.0,56.5,1.4
593,2019,31795,1,3036,145.0,34.5,2.0
594,2019,39995,1,2703,145.0,40.9,3.0
595,2016,48995,1,41032,300.0,39.2,4.0
596,2018,21495,0,8545,145.0,53.3,1.6
597,2016,13498,0,30287,20.0,60.1,1.4
598,2016,14998,0,1893,20.0,60.1,1.4
599,2017,16998,0,6896,145.0,52.3,1.4
600,2016,15498,0,34084,30.0,62.8,2.0
601,2017,13985,1,84222,20.0,68.9,2.0
602,2015,10385,0,68428,0.0,83.1,1.6
603,2018,37500,1,20283,150.0,34.0,3.0
604,2016,11500,0,56235,0.0,74.3,2.0
605,2017,24500,1,37492,205.0,47.1,3.0
606,2015,21500,1,66959,265.0,41.5,3.0
607,2014,16000,0,46622,205.0,47.9,2.0
608,2013,11995,1,40003,145.0,56.5,2.0
609,2018,38900,1,20300,145.0,34.0,3.0
610,2019,24498,1,50,145.0,40.4,2.0
611,2016,19995,0,23426,125.0,50.4,1.4
612,2015,14995,1,46465,30.0,54.3,1.4
613,2018,29995,1,14600,145.0,55.4,2.0
614,2019,23995,0,3232,145.0,50.4,1.0
615,2017,15995,0,16086,30.0,55.4,1.4
616,2017,13995,0,15981,145.0,57.6,1.4
617,2018,38995,1,6850,145.0,38.2,3.0
618,2017,18995,0,16668,145.0,70.6,1.6
619,2018,35995,1,13082,145.0,39.8,3.0
620,2019,18995,1,10522,145.0,43.5,1.5
621,2018,19995,0,12795,145.0,47.1,1.0
622,2018,34995,1,8250,145.0,38.2,2.0
623,2019,23995,1,5859,145.0,47.9,1.6
624,2019,37995,1,8235,145.0,44.1,2.0
625,2019,35995,0,5356,145.0,40.9,2.0
626,2019,34995,1,5565,145.0,47.9,2.0
627,2017,16498,0,13122,145.0,52.3,1.4
628,2019,26495,0,2940,145.0,39.2,1.5
629,2016,21995,1,26500,200.0,47.1,2.0
630,2020,52995,1,1100,145.0,40.4,3.0
631,2018,30995,1,24408,145.0,40.4,2.0
632,2020,69995,1,2200,145.0,28.8,2.9
633,2020,51995,1,500,145.0,38.7,3.0
634,2016,21995,1,47600,145.0,56.5,2.0
635,2018,22995,1,17252,145.0,56.5,1.5
636,2017,19945,1,49287,145.0,62.8,2.0
637,2017,22945,1,47446,145.0,62.8,2.0
638,2017,22990,1,14589,30.0,65.7,2.0
639,2016,13995,0,41279,0.0,74.3,2.0
640,2018,60995,1,3893,145.0,39.2,4.0
641,2017,38995,1,3338,145.0,50.4,3.0
642,2018,42995,1,4286,145.0,34.0,3.0
643,2018,28995,1,22913,145.0,56.5,2.0
644,2019,36995,1,4125,145.0,38.2,2.0
645,2019,34995,1,4000,145.0,31.7,2.0
646,2019,38495,1,5123,145.0,38.2,2.0
647,2019,43495,1,5000,145.0,40.9,3.0
648,2019,34995,1,6500,145.0,46.3,2.0
649,2017,35995,1,29832,145.0,34.0,3.0
650,2017,21495,0,11125,125.0,50.4,1.4
651,2019,36995,1,11565,145.0,38.2,2.0
652,2019,22995,1,10434,145.0,42.2,1.5
653,2016,11990,0,61332,20.0,68.9,2.0
654,2016,11498,0,22669,30.0,57.6,1.4
655,2016,19498,0,14419,145.0,52.3,2.0
656,2015,10698,0,37458,30.0,55.4,1.4
657,2014,11998,0,23015,20.0,60.1,1.4
658,2016,22500,1,26784,150.0,54.3,2.0
659,2019,35995,1,7256,145.0,38.2,2.0
660,2016,17995,0,24256,145.0,47.1,1.8
661,2018,28995,1,11047,145.0,56.5,2.0
662,2017,22995,1,19444,125.0,57.6,2.0
663,2017,17995,0,30123,125.0,51.4,1.4
664,2019,25995,0,7422,145.0,39.2,2.0
665,2016,24495,1,40688,160.0,42.8,2.0
666,2019,38995,1,5454,145.0,30.7,2.0
667,2019,19995,0,12785,145.0,42.8,1.5
668,2019,42995,1,7486,145.0,39.2,3.0
669,2019,36995,1,9256,145.0,45.6,2.0
670,2019,29995,1,13690,145.0,47.9,2.0
671,2016,20495,1,25125,160.0,50.4,2.0
672,2019,34995,1,6400,145.0,38.2,2.0
673,2019,19495,0,3265,145.0,47.1,1.0
674,2017,22995,1,17680,145.0,42.2,2.0
675,2016,11995,0,38502,30.0,57.6,1.4
676,2016,12995,0,36276,30.0,55.4,1.4
677,2017,49995,1,23437,300.0,39.2,4.0
678,2017,25995,1,20364,145.0,56.5,2.0
679,2016,11995,0,22606,30.0,57.6,1.4
680,2020,29995,1,100,150.0,39.2,2.0
681,2019,52995,1,8503,150.0,33.6,2.9
682,2019,28995,1,1296,150.0,34.5,2.0
683,2016,16995,0,26307,125.0,60.1,2.0
684,2016,33995,1,34685,200.0,47.9,3.0
685,2016,18995,0,34728,125.0,57.6,2.0
686,2017,14995,0,24427,145.0,55.4,1.4
687,2017,12995,0,16763,145.0,55.4,1.4
688,2017,15995,0,38484,145.0,55.4,1.0
689,2017,52995,1,16837,145.0,39.2,4.0
690,2017,19995,1,33523,145.0,58.9,2.0
691,2017,17298,0,6402,145.0,52.3,1.4
692,2016,15998,0,21944,125.0,49.6,2.0
693,2015,16498,0,19383,165.0,46.3,2.0
694,2019,25998,1,19118,145.0,47.9,2.0
695,2019,38995,1,4436,150.0,32.1,2.0
696,2019,83995,1,5978,150.0,30.7,4.0
697,2019,19995,0,2235,150.0,49.6,1.0
698,2016,16995,1,52496,160.0,50.4,2.0
699,2016,18350,1,52255,30.0,61.4,2.0
700,2018,15590,0,19686,145.0,68.9,1.6
701,2016,12500,1,26705,200.0,47.9,3.0
702,2016,12500,0,26705,30.0,58.9,1.4
703,2018,12500,0,18120,145.0,57.7,1.4
704,2016,18000,1,11966,145.0,47.9,1.4
705,2016,14500,0,34728,30.0,57.6,1.4
706,2018,16995,1,30547,145.0,70.6,1.6
707,2015,13795,0,72406,20.0,68.9,2.0
708,2017,19995,1,52822,145.0,64.2,2.0
709,2015,18990,1,70228,145.0,54.3,3.0
710,2017,15795,0,21637,20.0,67.3,2.0
711,2014,12595,0,52006,145.0,54.3,2.0
712,2016,20495,1,28994,160.0,50.4,2.0
713,2018,37995,0,30,145.0,39.2,3.0
714,2019,35995,1,7093,145.0,38.2,2.0
715,2020,35495,1,1934,145.0,32.5,2.0
716,2019,28995,1,4708,145.0,49.6,2.0
717,2019,38995,1,4304,145.0,37.7,2.0
718,2017,19495,0,9256,145.0,52.3,1.4
719,2018,27995,1,11403,145.0,38.2,1.5
720,2019,23995,1,1952,145.0,44.1,1.0
721,2019,41995,1,8060,145.0,37.7,3.0
722,2018,31700,1,7415,145.0,47.9,2.0
723,2018,42000,1,9756,145.0,37.7,3.0
724,2018,33500,1,9102,145.0,51.4,3.0
725,2018,31000,1,6002,145.0,38.2,2.0
726,2018,45000,1,6591,145.0,33.2,3.0
727,2019,22495,0,1000,145.0,49.6,1.6
728,2019,21995,1,5450,145.0,44.8,1.5
729,2019,29809,1,1000,145.0,46.3,2.0
730,2019,31995,1,1000,145.0,40.4,2.0
731,2016,18000,0,23596,145.0,48.7,2.0
732,2018,55500,1,11719,145.0,39.2,4.0
733,2019,31500,1,3185,145.0,39.2,2.0
734,2019,30995,1,8744,145.0,39.2,2.0
735,2019,32250,1,238,145.0,47.9,2.0
736,2019,31695,1,4693,145.0,47.1,2.0
737,2016,19000,0,28186,145.0,52.3,2.0
738,2016,16995,1,37000,145.0,54.3,2.0
739,2017,14695,0,13555,30.0,55.4,1.4
740,2016,31495,1,31031,235.0,42.2,3.0
741,2016,17395,0,34500,160.0,49.6,2.0
742,2019,33995,1,6412,145.0,39.2,2.0
743,2017,17500,0,14500,20.0,60.1,1.4
744,2017,11495,0,24857,0.0,76.3,1.6
745,2019,32494,1,2394,145.0,50.4,2.0
746,2019,36202,1,1000,145.0,39.2,2.0
747,2019,37395,1,1000,145.0,38.2,2.0
748,2019,31000,1,1000,145.0,50.4,2.0
749,2018,37000,1,10296,145.0,50.4,3.0
750,2018,20000,1,6629,145.0,42.2,1.5
751,2019,26495,0,6768,145.0,74.3,2.0
752,2019,23995,1,5363,145.0,39.8,2.0
753,2019,42500,1,4288,145.0,38.2,3.0
754,2014,7898,1,88130,30.0,64.2,2.0
755,2017,50000,1,17927,145.0,39.2,4.0
756,2019,29000,1,6452,145.0,40.4,2.0
757,2019,41495,1,6112,145.0,38.7,3.0
758,2019,25995,1,7447,145.0,47.9,2.0
759,2019,35995,1,4326,145.0,38.2,2.0
760,2019,49995,1,5558,145.0,33.6,3.0
761,2019,31500,1,2408,145.0,50.4,2.0
762,2019,23995,0,4430,145.0,40.9,1.5
763,2019,23374,0,1000,145.0,49.6,1.6
764,2019,22495,0,1000,145.0,49.6,1.6
765,2016,11495,0,8000,0.0,67.3,1.0
766,2017,19995,1,29885,30.0,65.7,2.0
767,2017,17695,0,14160,145.0,68.9,1.6
768,2019,27995,1,21480,145.0,48.7,2.0
769,2019,46000,1,6606,145.0,36.2,3.0
770,2017,23998,1,12147,145.0,40.4,2.0
771,2017,12798,0,29998,20.0,61.4,1.4
772,2016,17698,1,22168,145.0,47.9,1.4
773,2016,10998,0,24242,0.0,67.3,1.0
774,2017,19698,1,18389,145.0,57.7,1.5
775,2016,17298,0,31759,30.0,61.4,2.0
776,2019,24998,1,12853,145.0,38.2,2.0
777,2019,24998,1,13009,145.0,38.2,2.0
778,2019,25998,1,17,145.0,46.3,2.0
779,2015,14998,0,32125,125.0,57.6,2.0
780,2015,15998,0,17416,20.0,67.3,2.0
781,2017,19498,1,27049,145.0,67.3,2.0
782,2014,11950,0,81877,160.0,49.6,2.0
783,2016,16998,0,27692,145.0,49.6,1.4
784,2015,13995,0,35446,145.0,54.3,2.0
785,2015,16995,1,45000,30.0,64.2,2.0
786,2018,22590,1,6672,145.0,57.7,2.0
787,2018,20498,0,10005,145.0,50.4,1.4
788,2019,18998,0,2069,145.0,41.5,2.0
789,2019,25998,1,24608,145.0,39.8,2.0
790,2017,16495,0,36031,30.0,60.1,1.4
791,2017,13998,0,28752,150.0,58.9,1.4
792,2014,8498,0,58601,125.0,52.3,1.4
793,2017,19998,0,21113,145.0,55.4,1.5
794,2015,13998,0,66047,145.0,55.4,2.0
795,2016,17498,1,24405,20.0,64.2,2.0
796,2015,14995,0,43193,30.0,65.7,2.0
797,2017,16500,0,22379,125.0,52.3,1.4
798,2014,18498,1,36223,235.0,44.8,3.0
799,2016,14998,0,39293,30.0,62.8,2.0
800,2018,33498,1,13512,145.0,50.4,3.0
801,2015,9698,0,61194,0.0,67.3,1.0
802,2017,14849,0,58670,0.0,74.3,2.0
803,2016,10994,0,36951,0.0,67.3,1.0
804,2014,10202,0,34250,30.0,55.4,1.4
805,2016,15495,0,32811,0.0,74.3,2.0
806,2017,22695,1,31842,125.0,58.9,2.0
807,2016,11695,0,22373,30.0,55.4,1.4
808,2017,17495,0,34617,30.0,60.1,2.0
809,2015,14495,0,48065,145.0,55.4,2.0
810,2017,17795,1,26752,145.0,64.2,2.0
811,2018,18695,0,12300,145.0,52.3,1.4
812,2016,20000,1,24000,30.0,61.4,2.0
813,2015,13998,0,61410,30.0,62.8,2.0
814,2015,17498,1,57290,30.0,61.4,2.0
815,2017,16495,0,18045,145.0,55.4,1.0
816,2017,15498,1,13542,20.0,72.4,1.6
817,2016,29998,1,38678,235.0,42.2,3.0
818,2017,21498,1,19608,145.0,62.8,2.0
819,2019,29695,1,8849,145.0,47.1,2.0
820,2015,10995,0,13854,30.0,55.4,1.4
821,2017,10495,0,37131,0.0,67.3,1.0
822,2014,14998,1,60484,30.0,64.2,2.0
823,2015,16998,1,71253,160.0,49.6,3.0
824,2016,18998,1,32968,160.0,50.4,2.0
825,2015,11698,0,53372,20.0,60.1,1.4
826,2017,14898,0,24222,145.0,53.3,1.4
827,2015,12698,0,36081,145.0,55.4,2.0
828,2018,24498,1,11487,145.0,42.2,2.0
829,2013,11998,1,52765,200.0,47.9,2.0
830,2019,20350,0,2065,145.0,46.3,1.5
831,2018,17950,0,8026,145.0,47.1,1.0
832,2018,18300,0,31500,145.0,55.4,1.5
833,2019,31888,1,3481,150.0,33.2,2.0
834,2018,18288,1,31348,150.0,51.4,1.4
835,2016,15498,0,27370,30.0,64.2,2.0
836,2017,22500,1,15175,145.0,61.4,2.0
837,2018,22988,1,11347,150.0,52.3,1.4
838,2017,19688,0,24387,150.0,49.6,1.4
839,2016,13688,0,26165,30.0,55.4,1.4
840,2017,22988,1,14950,150.0,42.2,2.0
841,2016,16490,0,44316,30.0,64.2,2.0
842,2017,18488,1,35329,150.0,47.9,2.0
843,2017,26500,1,34201,145.0,52.3,3.0
844,2015,12450,0,21429,20.0,68.9,2.0
845,2016,12990,0,35694,20.0,60.1,1.0
846,2015,16998,1,40858,160.0,50.4,2.0
847,2016,13998,0,19285,125.0,53.3,1.4
848,2015,17498,1,35903,145.0,56.5,2.0
849,2015,17498,1,40256,160.0,50.4,2.0
850,2019,19995,0,7307,145.0,51.4,1.6
851,2019,22995,1,2402,145.0,47.9,1.6
852,2019,29995,1,4384,145.0,38.2,1.5
853,2019,28495,1,1442,145.0,40.9,1.5
854,2019,30995,0,4173,145.0,40.9,2.0
855,2019,33995,1,3243,145.0,34.5,2.0
856,2019,28495,1,3381,145.0,40.9,1.5
857,2019,23495,1,7378,145.0,52.3,1.6
858,2019,24495,1,4634,145.0,40.9,2.0
859,2019,34995,1,7126,145.0,32.1,2.0
860,2020,20990,0,556,145.0,47.9,1.0
861,2017,19850,1,9547,145.0,54.3,1.4
862,2020,33444,1,1904,145.0,31.4,2.0
863,2020,30888,1,525,145.0,40.9,1.5
864,2020,31990,1,2165,135.0,141.3,1.4
865,2020,20888,0,1500,145.0,47.9,1.0
866,2019,21490,0,1565,145.0,47.9,1.0
867,2017,13450,0,59512,145.0,74.3,2.0
868,2019,21488,0,6350,145.0,54.3,2.0
869,2019,21288,0,4538,145.0,51.4,1.6
870,2019,21288,0,6238,145.0,51.4,1.6
871,2019,22888,1,6018,145.0,40.9,2.0
872,2019,28888,1,4201,145.0,33.2,2.0
873,2019,21888,0,5150,145.0,52.3,1.6
874,2016,10988,0,40468,30.0,55.4,1.4
875,2020,38888,1,1986,145.0,38.2,2.0
876,2020,24444,0,4265,145.0,43.5,1.5
877,2020,39888,1,1765,145.0,31.0,2.0
878,2020,33000,1,820,145.0,32.5,2.0
879,2020,33444,1,4846,145.0,31.4,2.0
880,2020,33444,1,475,145.0,31.4,2.0
881,2020,33444,1,425,145.0,31.4,2.0
882,2019,37000,1,2271,145.0,34.0,2.0
883,2019,25444,1,4917,145.0,40.9,1.5
884,2019,26995,1,6070,145.0,40.9,1.5
885,2019,23995,1,7945,145.0,47.9,1.6
886,2017,18298,0,20637,30.0,67.3,2.0
887,2015,12490,0,38041,30.0,64.2,2.0
888,2016,16390,1,28555,125.0,58.9,2.0
889,2019,24888,0,3897,145.0,39.2,1.5
890,2019,21450,1,5793,145.0,52.3,1.6
891,2017,18990,1,30821,200.0,42.8,2.0
892,2016,15888,0,52034,145.0,52.3,2.0
893,2018,20688,1,9135,145.0,56.5,1.5
894,2017,35888,1,21728,145.0,47.9,3.0
895,2019,28495,1,2145,145.0,46.3,2.0
896,2017,38995,1,6479,145.0,50.4,3.0
897,2019,34995,1,1054,145.0,34.5,2.0
898,2019,30995,1,4598,145.0,38.2,2.0
899,2019,23495,0,1041,145.0,45.6,1.5
900,2017,15995,1,21595,145.0,58.9,1.4
901,2018,19995,0,9005,145.0,50.4,1.4
902,2019,40995,1,9029,145.0,31.4,2.0
903,2017,18950,1,25915,145.0,65.7,1.6
904,2017,20088,0,15454,145.0,49.6,1.4
905,2016,26000,1,25691,200.0,47.9,3.0
906,2016,29888,1,29920,300.0,34.9,2.5
907,2019,20500,1,5676,145.0,47.1,1.0
908,2019,36888,1,3263,145.0,38.2,2.0
909,2016,17988,1,24406,125.0,48.7,2.0
910,2019,34998,1,44,145.0,32.1,2.0
911,2015,21698,1,41109,200.0,45.6,3.0
912,2019,30543,1,13433,145.0,31.7,2.0
913,2019,26588,1,5130,145.0,38.7,2.0
914,2019,26846,0,2362,145.0,42.8,2.0
915,2015,19998,1,42565,200.0,47.9,3.0
916,2017,14698,0,19637,145.0,53.3,1.4
917,2016,17498,0,20674,160.0,46.3,2.0
918,2015,18498,1,22540,30.0,64.2,2.0
919,2015,16498,0,14146,125.0,60.1,2.0
920,2016,13498,0,21160,30.0,55.4,1.4
921,2019,20498,1,7779,150.0,47.9,1.6
922,2015,9995,0,19603,0.0,80.7,1.6
923,2015,12995,0,27275,30.0,55.4,1.4
924,2019,19888,1,8274,145.0,45.6,1.0
925,2016,22750,1,36399,125.0,60.1,3.0
926,2016,26990,1,46401,235.0,42.8,3.0
927,2018,20890,0,11088,145.0,50.4,1.4
928,2017,19990,1,32276,145.0,61.4,2.0
929,2017,20488,0,25576,145.0,54.3,2.0
930,2018,20488,0,13069,145.0,54.3,1.5
931,2015,15498,1,57123,20.0,67.3,2.0
932,2016,11498,0,47205,20.0,60.1,1.0
933,2015,14900,0,20995,30.0,64.2,2.0
934,2016,16400,0,24102,30.0,60.1,1.4
935,2016,13498,0,37251,145.0,51.4,1.4
936,2016,11698,0,11578,0.0,67.3,1.0
937,2017,22998,1,15114,145.0,62.8,2.0
938,2017,17998,0,20083,145.0,68.9,2.0
939,2013,10398,0,60076,20.0,68.9,2.0
940,2016,15498,0,42783,30.0,64.2,2.0
941,2016,12798,0,30334,30.0,55.4,1.4
942,2016,17998,0,22541,145.0,52.3,2.0
943,2016,16998,0,18263,30.0,62.8,2.0
944,2016,16498,0,37488,30.0,64.2,2.0
945,2014,20498,1,43209,300.0,38.2,3.0
946,2016,15395,1,45619,20.0,67.3,2.0
947,2017,20995,0,12313,30.0,64.2,2.0
948,2016,19498,1,50961,205.0,47.1,2.0
949,2016,11698,0,24001,30.0,55.4,1.4
950,2017,15998,1,24519,150.0,70.6,1.6
951,2017,19940,1,33856,145.0,56.5,2.0
952,2016,13498,0,29333,145.0,51.4,1.4
953,2013,9998,1,47565,125.0,53.3,1.4
954,2019,35995,1,4770,145.0,38.2,2.0
955,2019,36497,1,1000,145.0,47.1,2.0
956,2019,30864,1,1000,145.0,47.9,2.0
957,2015,14498,0,53124,145.0,55.4,2.0
958,2019,20498,1,5662,145.0,47.9,1.6
959,2015,16498,1,33845,145.0,47.9,1.4
960,2015,15498,1,39876,200.0,42.8,2.0
961,2015,9998,0,49565,30.0,55.4,1.4
962,2016,11798,0,13501,0.0,67.3,1.0
963,2019,22288,0,5654,145.0,39.2,2.0
964,2017,25000,1,22350,145.0,54.3,2.0
965,2019,28990,1,3065,145.0,39.8,2.0
966,2016,14998,0,30498,0.0,74.3,2.0
967,2019,31998,1,100,145.0,33.2,2.0
968,2019,30861,1,1000,145.0,47.9,2.0
969,2019,26508,0,15,145.0,40.9,1.5
970,2019,26011,1,1000,145.0,44.1,1.0
971,2019,28062,0,1000,145.0,43.5,1.5
972,2019,32098,1,1000,145.0,50.4,2.0
973,2018,39700,1,7919,145.0,50.4,3.0
974,2018,18495,0,8539,145.0,64.2,1.6
975,2018,20888,0,6940,145.0,54.3,1.5
976,2019,22490,0,1342,145.0,39.2,2.0
977,2016,12950,0,15734,0.0,67.3,1.0
978,2019,41888,1,6536,145.0,39.8,3.0
979,2020,58990,1,2396,145.0,32.5,3.0
980,2019,31288,1,2021,145.0,47.9,2.0
981,2020,37888,1,2553,145.0,30.7,2.0
982,2016,17498,1,32971,145.0,51.4,2.0
983,2017,18498,0,11133,145.0,52.3,1.4
984,2016,17998,0,33182,30.0,61.4,2.0
985,2016,16498,0,38231,30.0,64.2,2.0
986,2017,18498,0,21540,145.0,51.4,1.4
987,2015,19498,0,14919,160.0,49.6,2.0
988,2019,22698,0,9525,145.0,40.9,1.5
989,2017,17998,1,31317,125.0,57.6,2.0
990,2019,22495,0,1000,145.0,49.6,1.6
991,2019,33245,1,2529,150.0,47.9,2.0
992,2016,13998,0,38405,0.0,74.3,2.0
993,2015,16998,1,57916,30.0,61.4,2.0
994,2015,11798,0,50730,30.0,58.9,1.4
995,2017,14995,0,14488,150.0,60.1,1.4
996,2019,22995,1,3049,150.0,43.5,1.5
997,2019,45995,1,7461,150.0,37.7,3.0
998,2017,33495,1,37492,150.0,34.0,3.0
999,2018,19495,1,36715,150.0,35.3,3.0
1000,2017,18000,0,14999,150.0,47.1,1.8
1001,2018,15990,1,10247,145.0,56.5,1.4
1002,2016,17000,0,9360,160.0,46.3,1.8
1003,2016,15496,0,22543,30.0,61.4,2.0
1004,2019,23888,0,1886,145.0,40.9,1.5
1005,2016,20698,1,13986,30.0,61.4,2.0
1006,2015,15998,0,43458,145.0,52.3,2.0
1007,2014,8698,1,87151,30.0,62.8,2.0
1008,2016,13698,0,21468,20.0,60.1,1.0
1009,2016,12498,0,29298,20.0,60.1,1.0
1010,2017,13698,1,15180,20.0,72.4,1.6
1011,2016,16998,0,23933,20.0,65.7,2.0
1012,2019,32500,1,4432,145.0,31.4,2.0
1013,2017,14495,0,15097,150.0,53.3,1.4
1014,2016,10995,0,44575,30.0,55.4,1.4
1015,2019,40495,1,8391,150.0,33.6,3.0
1016,2016,11495,0,33397,0.0,67.3,1.0
1017,2016,13250,0,46860,20.0,68.9,1.6
1018,2019,22991,1,12472,150.0,42.2,1.5
1019,2016,18291,1,35665,30.0,61.4,2.0
1020,2017,12991,0,36009,150.0,58.9,1.4
1021,2019,23496,0,2891,145.0,43.5,1.0
1022,2019,21756,0,3486,145.0,45.6,1.0
1023,2019,32996,1,7098,145.0,39.8,3.0
1024,2020,33591,1,4455,150.0,39.2,1.5
1025,2020,27591,1,4455,150.0,44.8,2.0
1026,2017,18991,1,9009,30.0,56.5,1.4
1027,2017,18998,1,28618,30.0,67.3,2.0
1028,2016,15698,0,51089,125.0,58.9,2.0
1029,2019,24990,1,4444,145.0,43.5,1.5
1030,2019,32000,1,4432,145.0,47.9,2.0
1031,2019,19751,0,5432,145.0,47.9,1.0
1032,2019,27444,1,5432,145.0,47.1,2.0
1033,2019,35888,1,5432,145.0,36.2,2.0
1034,2019,21996,0,2578,145.0,51.4,1.6
1035,2019,19990,0,5432,145.0,47.9,1.0
1036,2019,30766,1,5154,145.0,37.2,2.0
1037,2019,23896,1,8654,145.0,40.9,1.5
1038,2017,20996,1,22877,145.0,47.9,2.0
1039,2020,34251,1,4433,150.0,32.5,2.0
1040,2020,31990,1,4432,150.0,40.4,1.5
1041,2020,25888,1,5432,150.0,44.8,1.5
1042,2016,11295,0,37925,0.0,67.3,1.0
1043,2016,12495,0,20645,30.0,56.5,1.4
1044,2017,32995,1,32821,235.0,42.2,3.0
1045,2017,21595,1,31777,30.0,65.7,2.0
1046,2019,27795,1,1282,145.0,47.9,2.0
1047,2019,29995,1,4985,145.0,50.4,2.0
1048,2018,19991,1,20555,145.0,47.9,1.4
1049,2017,19991,0,24001,145.0,76.3,1.6
1050,2020,25990,0,4432,150.0,43.5,1.5
1051,2019,43990,1,5505,150.0,40.4,3.0
1052,2020,25491,1,5432,150.0,44.8,1.5
1053,2020,29000,1,2301,150.0,40.9,2.0
1054,2019,19751,0,5249,145.0,49.6,1.6
1055,2019,23756,1,2493,145.0,47.9,2.0
1056,2019,22444,0,4691,145.0,47.9,1.6
1057,2019,24990,1,5432,145.0,44.1,1.5
1058,2019,26444,1,4077,145.0,42.2,1.5
1059,2019,23751,0,3786,145.0,43.5,1.5
1060,2019,25888,1,4444,145.0,42.2,1.5
1061,2019,37888,1,4432,145.0,30.7,2.0
1062,2019,35896,1,4444,145.0,30.7,2.0
1063,2019,39996,1,12335,145.0,40.4,3.0
1064,2017,22491,1,18008,150.0,42.2,2.0
1065,2019,38444,1,5432,150.0,34.0,2.0
1066,2018,49991,1,12332,150.0,33.6,3.0
1067,2016,12498,0,78269,0.0,74.3,2.0
1068,2016,17698,0,54770,145.0,56.5,2.0
1069,2017,20498,0,36396,145.0,65.7,2.0
1070,2017,17991,0,16202,150.0,52.3,1.4
1071,2019,45251,1,17003,150.0,32.8,3.0
1072,2019,34444,1,5432,150.0,36.7,2.0
1073,2019,23444,1,5432,145.0,44.8,1.0
1074,2019,26990,0,1496,145.0,42.8,2.0
1075,2015,16396,1,23768,125.0,57.6,2.0
1076,2019,23888,1,4444,145.0,44.1,1.5
1077,2019,56996,1,8787,145.0,32.8,3.0
1078,2019,32444,1,5432,145.0,45.6,2.0
1079,2019,32888,1,4432,145.0,31.4,2.0
1080,2019,23888,0,4321,145.0,44.1,1.5
1081,2016,18946,1,33072,160.0,50.4,2.0
1082,2017,16856,0,27339,125.0,51.4,1.4
1083,2018,12996,0,18876,145.0,55.4,1.4
1084,2016,15256,0,25214,0.0,74.3,2.0
1085,2019,24496,1,3402,145.0,40.9,1.5
1086,2017,18696,0,23008,145.0,56.5,2.0
1087,2016,21498,1,34051,200.0,44.8,3.0
1088,2015,15998,1,51336,160.0,50.4,2.0
1089,2013,21998,1,48282,260.0,41.5,3.0
1090,2015,18998,1,44000,145.0,54.3,3.0
1091,2018,28498,1,8602,145.0,50.4,2.0
1092,2015,12498,1,74644,20.0,61.4,2.0
1093,2016,17998,0,49936,145.0,56.5,2.0
1094,2016,14498,0,30895,125.0,52.3,1.4
1095,2016,15498,1,63000,125.0,56.5,3.0
1096,2020,34991,1,4432,150.0,34.5,2.0
1097,2019,17756,1,5432,145.0,54.3,1.6
1098,2019,19991,0,4538,145.0,47.1,1.0
1099,2019,18696,0,4567,145.0,44.8,1.5
1100,2019,23256,1,3434,145.0,51.4,2.0
1101,2019,26888,1,2197,145.0,47.9,2.0
1102,2019,20251,0,985,145.0,49.6,1.6
1103,2019,27444,1,6458,145.0,47.1,2.0
1104,2019,44990,1,6565,135.0,117.7,2.0
1105,2019,22444,0,5432,145.0,47.9,1.0
1106,2019,21251,0,5432,145.0,47.9,1.0
1107,2020,84496,1,3522,145.0,30.7,4.0
